Datetime	longitude	latitude	t2m	z	tp
2014-03-11 13:00:00	-77.75	-9.25	285.47357	37063.72	0.0009593759
2014-03-11 19:00:00	-77.75	-9.25	280.69296	37063.72	2.2528693e-05
2014-03-12 01:00:00	-77.75	-9.25	278.49103	37063.72	2.2528693e-06
2014-03-12 07:00:00	-77.75	-9.25	278.7997	37063.72	3.222376e-07
2014-03-12 13:00:00	-77.75	-9.25	282.45697	37063.72	0.00037042703
2014-03-12 19:00:00	-77.75	-9.25	279.71173	37063.72	0.0007263711
2014-03-13 01:00:00	-77.75	-9.25	278.39487	37063.72	0.0008287132
2014-03-13 07:00:00	-77.75	-9.25	278.95407	37063.72	0.0004901476
2014-03-13 13:00:00	-77.75	-9.25	284.91068	37063.72	0.0004547462
2014-03-13 19:00:00	-77.75	-9.25	279.4398	37063.72	0.00057124905
2014-03-14 01:00:00	-77.75	-9.25	278.26318	37063.72	0.00010105502
2014-03-14 07:00:00	-77.75	-9.25	278.6368	37063.72	4.9239956e-05
2014-03-14 13:00:00	-77.75	-9.25	283.74078	37063.72	0.0014987644
2014-03-14 19:00:00	-77.75	-9.25	279.4312	37063.72	5.728565e-05
2014-03-15 01:00:00	-77.75	-9.25	277.72784	37063.72	3.222376e-07
2014-03-15 07:00:00	-77.75	-9.25	278.36792	37063.72	3.222376e-07
2014-03-15 13:00:00	-77.75	-9.25	284.20016	37063.72	0.00032247417
2014-03-15 19:00:00	-77.75	-9.25	279.8869	37063.72	2.70335e-05
2014-03-16 01:00:00	-77.75	-9.25	277.7603	37063.72	3.222376e-07
2014-03-16 07:00:00	-77.75	-9.25	278.42917	37063.72	0.0
2014-03-16 13:00:00	-77.75	-9.25	284.33676	37063.72	0.0012239208
2014-03-16 19:00:00	-77.75	-9.25	279.4949	37063.72	0.00010201987
2014-03-17 01:00:00	-77.75	-9.25	278.3765	37063.72	8.882489e-05
2014-03-17 07:00:00	-77.75	-9.25	278.99695	37063.72	0.00011585932
2014-03-17 13:00:00	-77.75	-9.25	284.8433	37063.72	0.0005702833
2014-03-17 19:00:00	-77.75	-9.25	279.87833	37063.72	0.00018923637
2014-03-18 01:00:00	-77.75	-9.25	278.7997	37063.72	0.00016896147
2014-03-18 07:00:00	-77.75	-9.25	279.3957	37063.72	1.190789e-05
2014-03-18 13:00:00	-77.75	-9.25	285.8882	37063.72	0.0014968328
2014-03-18 19:00:00	-77.75	-9.25	280.65317	37063.72	0.0003501512
2014-03-19 01:00:00	-77.75	-9.25	278.99268	37063.72	9.011477e-06
2014-03-19 07:00:00	-77.75	-9.25	279.81586	37063.72	3.222376e-07
2014-03-19 13:00:00	-77.75	-9.25	285.89557	37063.72	0.001094223
2014-03-19 19:00:00	-77.75	-9.25	280.8026	37063.72	0.00016960502
2014-03-20 01:00:00	-77.75	-9.25	278.66376	37063.72	4.8596412e-05
2014-03-20 07:00:00	-77.75	-9.25	280.2936	37063.72	5.3745694e-05
2014-03-20 13:00:00	-77.75	-9.25	286.4609	37063.72	0.0010971194
2014-03-20 19:00:00	-77.75	-9.25	280.63846	37063.72	0.0025244374
2014-03-21 01:00:00	-77.75	-9.25	277.23538	37063.72	0.0002622921
2014-03-21 07:00:00	-77.75	-9.25	278.55106	37063.72	6.115064e-06
2014-03-21 13:00:00	-77.75	-9.25	287.003	37063.72	0.0006732689
2014-03-21 19:00:00	-77.75	-9.25	280.12457	37063.72	5.3424388e-05
2014-03-22 01:00:00	-77.75	-9.25	278.40405	37063.72	2.1884218e-05
2014-03-22 07:00:00	-77.75	-9.25	279.02206	37063.72	0.00018923637
2014-03-22 13:00:00	-77.75	-9.25	285.81412	37063.72	0.0012641493
2014-03-22 19:00:00	-77.75	-9.25	281.16522	37063.72	8.786004e-05
2014-03-23 01:00:00	-77.75	-9.25	278.07208	37063.72	1.2870878e-06
2014-03-23 07:00:00	-77.75	-9.25	277.13495	37063.72	0.0
2014-03-23 13:00:00	-77.75	-9.25	284.5505	37063.72	0.0002664756
2014-03-23 19:00:00	-77.75	-9.25	279.80423	37063.72	0.0005957084
2014-03-24 01:00:00	-77.75	-9.25	279.82077	37063.72	1.5126541e-05
2014-03-24 07:00:00	-77.75	-9.25	280.2287	37063.72	0.0
2014-03-24 13:00:00	-77.75	-9.25	286.9693	37063.72	0.0010108696
2014-03-24 19:00:00	-77.75	-9.25	280.6758	37063.72	0.00021079928
2014-03-25 01:00:00	-77.75	-9.25	277.82892	37063.72	1.9631349e-05
2014-03-25 07:00:00	-77.75	-9.25	279.45203	37063.72	1.2870878e-06
2014-03-25 13:00:00	-77.75	-9.25	284.49722	37063.72	0.0014018929
2014-03-25 19:00:00	-77.75	-9.25	279.75583	37063.72	0.00038426556
2014-03-26 01:00:00	-77.75	-9.25	278.16824	37063.72	3.8621947e-06
2014-03-26 07:00:00	-77.75	-9.25	279.5384	37063.72	1.0620803e-05
2014-03-26 13:00:00	-77.75	-9.25	285.6628	37063.72	0.00062402897
2014-03-26 19:00:00	-77.75	-9.25	279.8716	37063.72	0.00029479712
2014-03-27 01:00:00	-77.75	-9.25	278.7936	37063.72	0.0003997134
2014-03-27 07:00:00	-77.75	-9.25	278.80463	37063.72	3.4435652e-05
2014-03-27 13:00:00	-77.75	-9.25	283.83206	37063.72	0.0025662752
2014-03-27 19:00:00	-77.75	-9.25	279.2499	37063.72	0.0003929548
2014-03-28 01:00:00	-77.75	-9.25	278.27237	37063.72	0.0003121756
